,parameters,mean,std,2.5q,25q,50q,75q,97.5q,mc err
17,v_subj(Neutral).1019,0.2345628287777726,0.19713757640347349,-0.1322319172869203,0.10079873691671637,0.23042583498093316,0.36230462907759736,0.6473680060909196,0.004913611739021938
18,v_subj(Neutral).1020,0.5566044056593067,0.19024234972128992,0.20101878260259937,0.4259359404436829,0.5525074845185443,0.6883303406858274,0.9430063643701265,0.0043656874213992905
19,v_subj(Neutral).1021,0.370454768842056,0.22678921426812154,-0.06024253015273445,0.21987079578493107,0.3665187957674836,0.5226241685516777,0.822281829389244,0.004188497094544809
20,v_subj(Neutral).1022,0.3912202687462547,0.15431764507650883,0.11314969944921693,0.28654036098691615,0.3819645530012483,0.48488487625947463,0.7224109975297262,0.00416219001692328
21,v_subj(Neutral).1023,0.1793032453598118,0.14975439746304253,-0.10078627709928645,0.08174832381770797,0.17359832559520627,0.27442756028501636,0.49142104760855543,0.00340156779630887
22,v_subj(Neutral).1024,0.34011710433592296,0.22784498680856696,-0.10035090989143625,0.18572484162959102,0.3332377224744695,0.4872375876404129,0.8031520418695502,0.003969082500054955
23,v_subj(Neutral).1025,0.2755839195270016,0.23146221082638296,-0.17730874136830643,0.11744752339508324,0.27958662974934156,0.4261528472781715,0.7282377879606874,0.004545935753333355
24,v_subj(Neutral).1026,-0.16704045173536092,0.11588854085611777,-0.39675679466071123,-0.24640051253696527,-0.1664309909343565,-0.09034989430194146,0.065390533293739,0.002222604398428308
25,v_subj(Neutral).1027,0.6218351766026821,0.19032739900079632,0.268036676433149,0.4892990454494271,0.619126479904099,0.7446351048665893,1.012882158602437,0.00427874812483647
26,v_subj(Neutral).1028,0.008157008827165569,0.12052481843893059,-0.22201378824174187,-0.07185085004469305,0.005511166755022834,0.08956872878786173,0.24256601979342507,0.002142835786617065
27,v_subj(Neutral).1030,0.4323668387415205,0.1732767661902473,0.10567307677275073,0.31259964994882283,0.42270886083190623,0.542428952390229,0.7936860915397388,0.004694344123876699
28,v_subj(Neutral).1031,0.3772306556943695,0.18556959629692563,0.024139233499984147,0.2532352531542196,0.3744784937213995,0.5003266938182411,0.7582727521394181,0.004094295113483178
29,v_subj(Neutral).1032,0.5315900206644202,0.14155344880969825,0.28115686544017576,0.43763383187312255,0.5201065009682646,0.6155926937834986,0.8460818970736245,0.004904595524701071
30,v_subj(Neutral).1033,0.16608561680431247,0.1285893341847545,-0.06523037302326062,0.07774576852381188,0.1583977086078332,0.2429857783047814,0.45969741199225067,0.0030290551882450178
31,v_subj(Neutral).1034,0.17497578101773828,0.23057148998421628,-0.274650554170738,0.023531209774377948,0.1706771310921893,0.3225389175709623,0.6411262026017783,0.004452029624388664
32,v_subj(Neutral).1035,0.013603832763988301,0.12336345654785802,-0.21622029086096012,-0.07054053499140645,0.010709434096183856,0.09082038377537427,0.27984011805085074,0.0028229306378457957
33,v_subj(Neutral).1036,0.6626512901439596,0.18738057483154993,0.31272273400657224,0.5298773865539838,0.656188898206778,0.7865010423464776,1.0502714966778623,0.004436207798194002
34,v_subj(Neutral).1038,0.5744435677221172,0.22527585881886952,0.140907614810881,0.4260166160013259,0.5674925362011844,0.7231602749373812,1.0309619784387931,0.005036868715543599
35,v_subj(Neutral).1040,0.42789380331788834,0.23592071722949903,-0.03066444177930383,0.2713804564377028,0.4277036441224865,0.5849595100011857,0.9149047402782833,0.004879021246804524
36,v_subj(Neutral).1042,0.2944236409546276,0.2347920688601311,-0.14681923547509668,0.12803829378580311,0.29113483397092926,0.45891102881854273,0.7588243249215123,0.005431574410328056
37,v_subj(Neutral).1043,0.49174572744828826,0.18507934665067505,0.14319402680354543,0.36612567255879713,0.48688267807702235,0.6138989708212528,0.8624796665869776,0.0036948418293891333
38,v_subj(Neutral).1044,0.2253392868308966,0.1702334190788538,-0.08982317278954688,0.11594372134742303,0.21408818100515137,0.32851760443958744,0.5787831273106656,0.003967625129792963
39,v_subj(Neutral).1047,0.16184338794524383,0.13601830877537946,-0.10001479948627179,0.06972355285021559,0.16253551246336323,0.2531458255432192,0.43496805923135884,0.0027869687411687877
40,v_subj(Neutral).1048,0.07305505929492741,0.12338769837725273,-0.1610804046393849,-0.007733199344945874,0.07054568119663968,0.14926859355520228,0.33581152535684666,0.0024653939100267443
41,v_subj(Neutral).1050,0.22382003880103843,0.13713399648118588,-0.02944119803247891,0.1356101567902943,0.21533579689567622,0.30577278614918524,0.523789410678607,0.0032615056386098664
42,v_subj(Neutral).1051,-0.03633332856847256,0.14737897512547368,-0.31766385572649614,-0.13234713929940156,-0.04101765908813565,0.059155819833256906,0.25719204068440416,0.0028256656154555574
43,v_subj(Neutral).1052,0.15780441518701196,0.12910226935257488,-0.07682712923328827,0.0732358936351338,0.15247887948820882,0.2331806283488572,0.4439389087923804,0.0033151206974729617
44,v_subj(Neutral).1053,0.2354308188700567,0.24189036529762376,-0.2538362542883258,0.08062599146881921,0.23497705604066954,0.3863149717586323,0.7326788011323728,0.004813619322551201
45,v_subj(Neutral).1054,0.057877881391655936,0.15018694773627506,-0.22255944733096267,-0.04407474639173614,0.0526130123582447,0.1535239048906643,0.37151372281028716,0.003120092054253958
46,v_subj(Neutral).1056,0.12572809674157906,0.12630310909061238,-0.09986861913844902,0.04108296197585306,0.11564411138685504,0.20426351028347078,0.4025270742646164,0.0029444656925891742
47,v_subj(Neutral).1057,0.15606374131865655,0.23421631350728425,-0.3019703971535863,-0.007131922225746878,0.1578659710103778,0.31231708291809746,0.6332760086811497,0.004880663270168441
